
Time	Session	Type	ReqestId	Status	Syntax	OID	Value
0.934	192.168.1.72	GETNEXT	1704282868	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28323	
0.934	192.168.1.72	RESPONSE	1704282868	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28395	90584
0.934	192.168.1.72	GETNEXT	1704282870	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28395	
0.935	192.168.1.72	RESPONSE	1704282870	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.28595	56544
0.935	192.168.1.72	GETNEXT	1704282872	0(Success)		1.3.6.1.2.1.25.5.1.1.2.28595	
0.935	192.168.1.72	RESPONSE	1704282872	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.29261	94776
0.935	192.168.1.72	GETNEXT	1704282874	0(Success)		1.3.6.1.2.1.25.5.1.1.2.29261	
0.936	192.168.1.72	RESPONSE	1704282874	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.29610	44480
0.936	192.168.1.72	GETNEXT	1704282876	0(Success)		1.3.6.1.2.1.25.5.1.1.2.29610	
0.936	192.168.1.72	RESPONSE	1704282876	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.30102	38964
0.936	192.168.1.72	GETNEXT	1704282878	0(Success)		1.3.6.1.2.1.25.5.1.1.2.30102	
0.937	192.168.1.72	RESPONSE	1704282878	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.32384	0
0.937	192.168.1.72	GETNEXT	1704282880	0(Success)		1.3.6.1.2.1.25.5.1.1.2.32384	
0.937	192.168.1.72	RESPONSE	1704282880	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.32431	52200
0.937	192.168.1.72	GETNEXT	1704282882	0(Success)		1.3.6.1.2.1.25.5.1.1.2.32431	
0.937	192.168.1.72	RESPONSE	1704282882	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.32459	212552
0.937	192.168.1.72	GETNEXT	1704282884	0(Success)		1.3.6.1.2.1.25.5.1.1.2.32459	
0.938	192.168.1.72	RESPONSE	1704282884	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.32700	41152
0.938	192.168.1.72	GETNEXT	1704282886	0(Success)		1.3.6.1.2.1.25.5.1.1.2.32700	
0.938	192.168.1.72	RESPONSE	1704282886	0(Success)	Integer32	1.3.6.1.2.1.25.5.1.1.2.32727	63496
0.938	192.168.1.72	GETNEXT	1704282888	0(Success)		1.3.6.1.2.1.25.5.1.1.2.32727	
0.939	192.168.1.72	RESPONSE	1704282888	0(Success)	OCTET STRING	1.3.6.1.2.1.31.1.1.1.1.1	lo
0.939	192.168.1.72	GETNEXT	1704282890	0(Success)		1.3.6.1.2.1.31.1.1.1.1.1	
0.939	192.168.1.72	RESPONSE	1704282890	0(Success)	OCTET STRING	1.3.6.1.2.1.31.1.1.1.1.2	eth0
0.939	192.168.1.72	GETNEXT	1704282892	0(Success)		1.3.6.1.2.1.31.1.1.1.1.2	
0.939	192.168.1.72	RESPONSE	1704282892	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.2.1	0
0.939	192.168.1.72	GETNEXT	1704282894	0(Success)		1.3.6.1.2.1.31.1.1.1.2.1	
0.94	192.168.1.72	RESPONSE	1704282894	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.2.2	0
0.94	192.168.1.72	GETNEXT	1704282896	0(Success)		1.3.6.1.2.1.31.1.1.1.2.2	
0.94	192.168.1.72	RESPONSE	1704282896	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.3.1	0
0.94	192.168.1.72	GETNEXT	1704282898	0(Success)		1.3.6.1.2.1.31.1.1.1.3.1	
0.94	192.168.1.72	RESPONSE	1704282898	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.3.2	0
0.94	192.168.1.72	GETNEXT	1704282900	0(Success)		1.3.6.1.2.1.31.1.1.1.3.2	
0.94	192.168.1.72	RESPONSE	1704282900	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.4.1	0
0.94	192.168.1.72	GETNEXT	1704282902	0(Success)		1.3.6.1.2.1.31.1.1.1.4.1	
0.94	192.168.1.72	RESPONSE	1704282902	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.4.2	0
0.94	192.168.1.72	GETNEXT	1704282904	0(Success)		1.3.6.1.2.1.31.1.1.1.4.2	
0.941	192.168.1.72	RESPONSE	1704282904	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.5.1	0
0.941	192.168.1.72	GETNEXT	1704282906	0(Success)		1.3.6.1.2.1.31.1.1.1.5.1	
0.941	192.168.1.72	RESPONSE	1704282906	0(Success)	Counter	1.3.6.1.2.1.31.1.1.1.5.2	0
0.941	192.168.1.72	GETNEXT	1704282908	0(Success)		1.3.6.1.2.1.31.1.1.1.5.2	
0.941	192.168.1.72	RESPONSE	1704282908	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.6.1	1411565387
0.941	192.168.1.72	GETNEXT	1704282910	0(Success)		1.3.6.1.2.1.31.1.1.1.6.1	
0.941	192.168.1.72	RESPONSE	1704282910	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.6.2	14190073133
0.941	192.168.1.72	GETNEXT	1704282912	0(Success)		1.3.6.1.2.1.31.1.1.1.6.2	
0.941	192.168.1.72	RESPONSE	1704282912	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.7.1	13893520
0.941	192.168.1.72	GETNEXT	1704282914	0(Success)		1.3.6.1.2.1.31.1.1.1.7.1	
0.942	192.168.1.72	RESPONSE	1704282914	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.7.2	25089835
0.942	192.168.1.72	GETNEXT	1704282916	0(Success)		1.3.6.1.2.1.31.1.1.1.7.2	
0.942	192.168.1.72	RESPONSE	1704282916	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.8.1	0
0.942	192.168.1.72	GETNEXT	1704282918	0(Success)		1.3.6.1.2.1.31.1.1.1.8.1	
0.942	192.168.1.72	RESPONSE	1704282918	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.8.2	0
0.942	192.168.1.72	GETNEXT	1704282920	0(Success)		1.3.6.1.2.1.31.1.1.1.8.2	
0.942	192.168.1.72	RESPONSE	1704282920	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.9.1	0
0.942	192.168.1.72	GETNEXT	1704282922	0(Success)		1.3.6.1.2.1.31.1.1.1.9.1	
0.942	192.168.1.72	RESPONSE	1704282922	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.9.2	0
0.942	192.168.1.72	GETNEXT	1704282924	0(Success)		1.3.6.1.2.1.31.1.1.1.9.2	
0.942	192.168.1.72	RESPONSE	1704282924	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.10.1	1411565387
0.942	192.168.1.72	GETNEXT	1704282926	0(Success)		1.3.6.1.2.1.31.1.1.1.10.1	
0.943	192.168.1.72	RESPONSE	1704282926	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.10.2	3131140017
0.943	192.168.1.72	GETNEXT	1704282928	0(Success)		1.3.6.1.2.1.31.1.1.1.10.2	
0.943	192.168.1.72	RESPONSE	1704282928	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.11.1	13893520
0.943	192.168.1.72	GETNEXT	1704282930	0(Success)		1.3.6.1.2.1.31.1.1.1.11.1	
0.943	192.168.1.72	RESPONSE	1704282930	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.11.2	14048868
0.943	192.168.1.72	GETNEXT	1704282932	0(Success)		1.3.6.1.2.1.31.1.1.1.11.2	
0.943	192.168.1.72	RESPONSE	1704282932	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.12.1	0
0.943	192.168.1.72	GETNEXT	1704282934	0(Success)		1.3.6.1.2.1.31.1.1.1.12.1	
0.943	192.168.1.72	RESPONSE	1704282934	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.12.2	0
0.943	192.168.1.72	GETNEXT	1704282936	0(Success)		1.3.6.1.2.1.31.1.1.1.12.2	
0.943	192.168.1.72	RESPONSE	1704282936	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.13.1	0
0.944	192.168.1.72	GETNEXT	1704282938	0(Success)		1.3.6.1.2.1.31.1.1.1.13.1	
0.944	192.168.1.72	RESPONSE	1704282938	0(Success)	Counter64	1.3.6.1.2.1.31.1.1.1.13.2	0
0.944	192.168.1.72	GETNEXT	1704282940	0(Success)		1.3.6.1.2.1.31.1.1.1.13.2	
0.944	192.168.1.72	RESPONSE	1704282940	0(Success)	Gauge	1.3.6.1.2.1.31.1.1.1.15.1	10
0.944	192.168.1.72	GETNEXT	1704282942	0(Success)		1.3.6.1.2.1.31.1.1.1.15.1	
0.944	192.168.1.72	RESPONSE	1704282942	0(Success)	Gauge	1.3.6.1.2.1.31.1.1.1.15.2	100
0.944	192.168.1.72	GETNEXT	1704282944	0(Success)		1.3.6.1.2.1.31.1.1.1.15.2	
0.944	192.168.1.72	RESPONSE	1704282944	0(Success)	Integer32	1.3.6.1.2.1.31.1.1.1.16.1	2
0.944	192.168.1.72	GETNEXT	1704282946	0(Success)		1.3.6.1.2.1.31.1.1.1.16.1	
0.945	192.168.1.72	RESPONSE	1704282946	0(Success)	Integer32	1.3.6.1.2.1.31.1.1.1.16.2	2
0.945	192.168.1.72	GETNEXT	1704282948	0(Success)		1.3.6.1.2.1.31.1.1.1.16.2	
0.945	192.168.1.72	RESPONSE	1704282948	0(Success)	Integer32	1.3.6.1.2.1.31.1.1.1.17.2	1
0.945	192.168.1.72	GETNEXT	1704282950	0(Success)		1.3.6.1.2.1.31.1.1.1.17.2	
0.945	192.168.1.72	RESPONSE	1704282950	0(Success)	OCTET STRING	1.3.6.1.2.1.31.1.1.1.18.1	
0.945	192.168.1.72	GETNEXT	1704282952	0(Success)		1.3.6.1.2.1.31.1.1.1.18.1	
0.945	192.168.1.72	RESPONSE	1704282952	0(Success)	OCTET STRING	1.3.6.1.2.1.31.1.1.1.18.2	
0.946	192.168.1.72	GETNEXT	1704282954	0(Success)		1.3.6.1.2.1.31.1.1.1.18.2	
0.946	192.168.1.72	RESPONSE	1704282954	0(Success)	TimeTicks	1.3.6.1.2.1.31.1.1.1.19.1	0:00:00.00
0.946	192.168.1.72	GETNEXT	1704282956	0(Success)		1.3.6.1.2.1.31.1.1.1.19.1	
0.946	192.168.1.72	RESPONSE	1704282956	0(Success)	TimeTicks	1.3.6.1.2.1.31.1.1.1.19.2	0:00:00.00
0.946	192.168.1.72	GETNEXT	1704282958	0(Success)		1.3.6.1.2.1.31.1.1.1.19.2	
0.946	192.168.1.72	RESPONSE	1704282958	0(Success)	TimeTicks	1.3.6.1.2.1.31.1.5.0	0:00:00.00
0.947	192.168.1.72	GETNEXT	1704282960	0(Success)		1.3.6.1.2.1.31.1.5.0	
0.947	192.168.1.72	RESPONSE	1704282960	0(Success)	Integer32	1.3.6.1.2.1.55.1.1.0	2
0.947	192.168.1.72	GETNEXT	1704282962	0(Success)		1.3.6.1.2.1.55.1.1.0	
0.947	192.168.1.72	RESPONSE	1704282962	0(Success)	Integer32	1.3.6.1.2.1.55.1.2.0	64
0.947	192.168.1.72	GETNEXT	1704282964	0(Success)		1.3.6.1.2.1.55.1.2.0	
0.947	192.168.1.72	RESPONSE	1704282964	0(Success)	Gauge	1.3.6.1.2.1.55.1.3.0	2
0.947	192.168.1.72	GETNEXT	1704282966	0(Success)		1.3.6.1.2.1.55.1.3.0	
0.947	192.168.1.72	RESPONSE	1704282966	0(Success)	OCTET STRING	1.3.6.1.2.1.55.1.5.1.2.1	lo
0.947	192.168.1.72	GETNEXT	1704282968	0(Success)		1.3.6.1.2.1.55.1.5.1.2.1	
0.947	192.168.1.72	RESPONSE	1704282968	0(Success)	OCTET STRING	1.3.6.1.2.1.55.1.5.1.2.2	eth0
0.947	192.168.1.72	GETNEXT	1704282970	0(Success)		1.3.6.1.2.1.55.1.5.1.2.2	
0.947	192.168.1.72	RESPONSE	1704282970	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.55.1.5.1.3.1	0.0
0.947	192.168.1.72	GETNEXT	1704282972	0(Success)		1.3.6.1.2.1.55.1.5.1.3.1	
0.947	192.168.1.72	RESPONSE	1704282972	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.55.1.5.1.3.2	0.0
0.947	192.168.1.72	GETNEXT	1704282974	0(Success)		1.3.6.1.2.1.55.1.5.1.3.2	
0.947	192.168.1.72	RESPONSE	1704282974	0(Success)	Gauge	1.3.6.1.2.1.55.1.5.1.4.1	16436
0.947	192.168.1.72	GETNEXT	1704282976	0(Success)		1.3.6.1.2.1.55.1.5.1.4.1	
0.947	192.168.1.72	RESPONSE	1704282976	0(Success)	Gauge	1.3.6.1.2.1.55.1.5.1.4.2	1500
0.947	192.168.1.72	GETNEXT	1704282978	0(Success)		1.3.6.1.2.1.55.1.5.1.4.2	
0.948	192.168.1.72	RESPONSE	1704282978	0(Success)	OCTET STRING	1.3.6.1.2.1.55.1.5.1.8.1	
0.948	192.168.1.72	GETNEXT	1704282980	0(Success)		1.3.6.1.2.1.55.1.5.1.8.1	
0.948	192.168.1.72	RESPONSE	1704282980	0(Success)	OCTET STRING	1.3.6.1.2.1.55.1.5.1.8.2	bc:5f:f4:43:72:80
0.948	192.168.1.72	GETNEXT	1704282982	0(Success)		1.3.6.1.2.1.55.1.5.1.8.2	
0.948	192.168.1.72	RESPONSE	1704282982	0(Success)	Integer32	1.3.6.1.2.1.55.1.5.1.9.1	1
0.948	192.168.1.72	GETNEXT	1704282984	0(Success)		1.3.6.1.2.1.55.1.5.1.9.1	
0.948	192.168.1.72	RESPONSE	1704282984	0(Success)	Integer32	1.3.6.1.2.1.55.1.5.1.9.2	1
0.948	192.168.1.72	GETNEXT	1704282986	0(Success)		1.3.6.1.2.1.55.1.5.1.9.2	
0.948	192.168.1.72	RESPONSE	1704282986	0(Success)	Integer32	1.3.6.1.2.1.55.1.5.1.10.1	1
0.948	192.168.1.72	GETNEXT	1704282988	0(Success)		1.3.6.1.2.1.55.1.5.1.10.1	
0.948	192.168.1.72	RESPONSE	1704282988	0(Success)	Integer32	1.3.6.1.2.1.55.1.5.1.10.2	1
0.948	192.168.1.72	GETNEXT	1704282990	0(Success)		1.3.6.1.2.1.55.1.5.1.10.2	
0.948	192.168.1.72	RESPONSE	1704282990	0(Success)	Integer32	1.3.6.1.2.1.88.1.1.1.0	1
0.948	192.168.1.72	GETNEXT	1704282992	0(Success)		1.3.6.1.2.1.88.1.1.1.0	
0.948	192.168.1.72	RESPONSE	1704282992	0(Success)	Gauge	1.3.6.1.2.1.88.1.1.2.0	0
0.948	192.168.1.72	GETNEXT	1704282994	0(Success)		1.3.6.1.2.1.88.1.1.2.0	
0.948	192.168.1.72	RESPONSE	1704282994	0(Success)	Gauge	1.3.6.1.2.1.88.1.1.3.0	0
0.948	192.168.1.72	GETNEXT	1704282996	0(Success)		1.3.6.1.2.1.88.1.1.3.0	
0.948	192.168.1.72	RESPONSE	1704282996	0(Success)	Gauge	1.3.6.1.2.1.88.1.1.4.0	0
0.948	192.168.1.72	GETNEXT	1704282998	0(Success)		1.3.6.1.2.1.88.1.1.4.0	
0.948	192.168.1.72	RESPONSE	1704282998	0(Success)	Counter	1.3.6.1.2.1.88.1.1.5.0	0
0.948	192.168.1.72	GETNEXT	1704283000	0(Success)		1.3.6.1.2.1.88.1.1.5.0	
0.948	192.168.1.72	RESPONSE	1704283000	0(Success)	Counter	1.3.6.1.2.1.88.1.2.1.0	0
0.948	192.168.1.72	GETNEXT	1704283002	0(Success)		1.3.6.1.2.1.88.1.2.1.0	
0.948	192.168.1.72	RESPONSE	1704283002	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	
0.948	192.168.1.72	GETNEXT	1704283004	0(Success)		1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283004	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	
0.949	192.168.1.72	GETNEXT	1704283006	0(Success)		1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283006	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	
0.949	192.168.1.72	GETNEXT	1704283008	0(Success)		1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283008	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	
0.949	192.168.1.72	GETNEXT	1704283010	0(Success)		1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283010	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	
0.949	192.168.1.72	GETNEXT	1704283012	0(Success)		1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	
0.949	192.168.1.72	RESPONSE	1704283012	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	
0.949	192.168.1.72	GETNEXT	1704283014	0(Success)		1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283014	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	
0.949	192.168.1.72	GETNEXT	1704283016	0(Success)		1.3.6.1.2.1.88.1.2.2.1.3.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	
0.949	192.168.1.72	RESPONSE	1704283016	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	00
0.949	192.168.1.72	GETNEXT	1704283018	0(Success)		1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283018	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	00
0.949	192.168.1.72	GETNEXT	1704283020	0(Success)		1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283020	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	00
0.949	192.168.1.72	GETNEXT	1704283022	0(Success)		1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283022	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	00
0.949	192.168.1.72	GETNEXT	1704283024	0(Success)		1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283024	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	00
0.949	192.168.1.72	GETNEXT	1704283026	0(Success)		1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	
0.949	192.168.1.72	RESPONSE	1704283026	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	00
0.949	192.168.1.72	GETNEXT	1704283028	0(Success)		1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	
0.949	192.168.1.72	RESPONSE	1704283028	0(Success)	OCTET STRING	1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	00
0.949	192.168.1.72	GETNEXT	1704283030	0(Success)		1.3.6.1.2.1.88.1.2.2.1.4.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	
0.95	192.168.1.72	RESPONSE	1704283030	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	1
0.95	192.168.1.72	GETNEXT	1704283032	0(Success)		1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283032	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	1
0.95	192.168.1.72	GETNEXT	1704283034	0(Success)		1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283034	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	1
0.95	192.168.1.72	GETNEXT	1704283036	0(Success)		1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283036	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	1
0.95	192.168.1.72	GETNEXT	1704283038	0(Success)		1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283038	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	1
0.95	192.168.1.72	GETNEXT	1704283040	0(Success)		1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	
0.95	192.168.1.72	RESPONSE	1704283040	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	1
0.95	192.168.1.72	GETNEXT	1704283042	0(Success)		1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283042	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	1
0.95	192.168.1.72	GETNEXT	1704283044	0(Success)		1.3.6.1.2.1.88.1.2.2.1.5.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	
0.95	192.168.1.72	RESPONSE	1704283044	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	0.0
0.95	192.168.1.72	GETNEXT	1704283046	0(Success)		1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283046	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	0.0
0.95	192.168.1.72	GETNEXT	1704283048	0(Success)		1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283048	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	0.0
0.95	192.168.1.72	GETNEXT	1704283050	0(Success)		1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283050	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	0.0
0.95	192.168.1.72	GETNEXT	1704283052	0(Success)		1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.108.97.84.97.98.108.101	
0.95	192.168.1.72	RESPONSE	1704283052	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	0.0
0.95	192.168.1.72	GETNEXT	1704283054	0(Success)		1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.109.101.109.111.114.121	
0.951	192.168.1.72	RESPONSE	1704283054	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	0.0
0.951	192.168.1.72	GETNEXT	1704283056	0(Success)		1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.112.114.111.99.101.115.115.32.116.97.98.108.101	
0.951	192.168.1.72	RESPONSE	1704283056	0(Success)	OBJECT IDENTIFIER	1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	0.0
0.951	192.168.1.72	GETNEXT	1704283058	0(Success)		1.3.6.1.2.1.88.1.2.2.1.6.10.115.110.109.112.100.46.99.111.110.102.115.110.109.112.101.114.114.115	
0.951	192.168.1.72	RESPONSE	1704283058	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.7.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	2
0.951	192.168.1.72	GETNEXT	1704283060	0(Success)		1.3.6.1.2.1.88.1.2.2.1.7.10.115.110.109.112.100.46.99.111.110.102.100.115.107.84.97.98.108.101	
0.951	192.168.1.72	RESPONSE	1704283060	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.7.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	2
0.951	192.168.1.72	GETNEXT	1704283062	0(Success)		1.3.6.1.2.1.88.1.2.2.1.7.10.115.110.109.112.100.46.99.111.110.102.101.120.116.84.97.98.108.101	
0.951	192.168.1.72	RESPONSE	1704283062	0(Success)	Integer32	1.3.6.1.2.1.88.1.2.2.1.7.10.115.110.109.112.100.46.99.111.110.102.102.105.108.101.84.97.98.108.101	2
